movie,year,production_budget,domestic_gross,foreign_gross,worldwide_gross,month,profit,profit_margin,roi,pct_foreign,match_key,popularity,release_date,original_language,vote_average,vote_count,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,no_reported_box_office
Avatar,2009,425000000,760507625,2015837654,2776345279,12,2351345279,0.846921057,5.532577127058824,0.7260759925098639,2009 Avatar,26.526,12/18/2009,en,7.4,18676,"Action,Adventure,Fantasy,Science Fiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
Pirates of the Caribbean: On Stranger Tides,2011,410600000,241063875,804600000,1045663875,5,635063875,0.6073307973845802,1.5466728567949342,0.7694633230013803,2011 Pirates of the Caribbean: On Stranger Tides,30.579,5/20/2011,en,6.4,8571,"Adventure,Action,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Avengers: Age of Ultron,2015,330600000,459005868,944008095,1403013963,5,1072413963,0.7643644263574588,3.2438413883847548,0.6728429793966348,2015 Avengers: Age of Ultron,44.383,5/1/2015,en,7.3,13457,"Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Avengers: Infinity War,2018,300000000,678815482,1369318718,2048134200,4,1748134200,0.8535252231030565,5.827114,0.6685688457328626,2018 Avengers: Infinity War,80.773,4/27/2018,en,8.3,13948,"Adventure,Action,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Justice League,2017,300000000,229024295,426920914,655945209,11,355945209,0.5426447272061713,1.18648403,0.6508484369462023,2017 Justice League,34.953,11/17/2017,en,6.2,7510,"Action,Adventure,Fantasy,Science Fiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
Spectre,2015,300000000,200074175,679546748,879620923,11,579620923,0.6589439926271513,1.9320697433333331,0.7725450023202779,2015 Spectre,30.318,11/6/2015,en,6.4,6719,"Action,Adventure,Crime",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Dark Knight Rises,2012,275000000,448139099,636300000,1084439099,7,809439099,0.7464126844434258,2.9434149054545453,0.586754941,2012 The Dark Knight Rises,26.22,7/20/2012,en,7.7,13933,"Action,Crime,Drama,Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Solo: A Star Wars Story,2018,275000000,213767512,179383835,393151347,5,118151347,0.3005238260063751,0.4296412618181818,0.4562717039349225,2018 Solo: A Star Wars Story,29.502,5/25/2018,en,6.6,3838,"Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
The Lone Ranger,2013,275000000,89302115,170700000,260002115,7,-14997885,-0.057683704,-0.054537764,0.6565331208940358,2013 The Lone Ranger,12.482,7/3/2013,en,6,3789,"Action,Adventure,Western",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
John Carter,2012,275000000,73058679,209719421,282778100,3,7778100,0.02750602,0.028284,0.741639544,2012 John Carter,18.549,3/9/2012,en,6.1,3338,"Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Tangled,2010,260000000,200821936,385655304,586477240,11,326477240,0.5566750382333677,1.2556816923076923,0.6575793188496113,2010 Tangled,21.511,11/24/2010,en,7.5,6407,"Animation,Family",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Captain America: Civil War,2016,250000000,408084349,731985064,1140069413,5,890069413,0.7807151063353719,3.560277652,0.642053068,2016 Captain America: Civil War,39.137,5/6/2016,en,7.4,14000,"Adventure,Action,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Batman v Superman: Dawn of Justice,2016,250000000,330360194,537140087,867500281,3,617500281,0.7118156553081277,2.470001124,0.6191814559193209,2016 Batman v Superman: Dawn of Justice,28.088,3/25/2016,en,5.8,11991,"Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
The Hobbit: An Unexpected Journey,2012,250000000,303003568,714000000,1017003568,12,767003568,0.7541798201439545,3.068014272,0.7020624336688659,2012 The Hobbit: An Unexpected Journey,26.939,12/14/2012,en,7.2,12076,"Adventure,Fantasy,Action",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
The Hobbit: The Desolation of Smaug,2013,250000000,258366855,702000000,960366855,12,710366855,0.7396828111065953,2.84146742,0.7309706664126804,2013 The Hobbit: The Desolation of Smaug,21.275,12/13/2013,en,7.6,7739,"Adventure,Fantasy,Action",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
The Hobbit: The Battle of the Five Armies,2014,250000000,255119788,690457833,945577621,12,695577621,0.7356113401503609,2.782310484,0.7301968845982238,2014 The Hobbit: The Battle of the Five Armies,53.783,12/17/2014,en,7.3,8392,"Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
The Fate of the Furious,2017,250000000,225764765,1009081502,1234846267,4,984846267,0.7975456486519872,3.939385068,0.8171717637787539,2017 The Fate of the Furious,28.668,4/14/2017,en,6.9,6335,"Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Pirates of the Caribbean: Dead Men Tell No Tales,2017,230000000,172558876,615682261,788241137,5,558241137,0.7082111181416303,2.4271353782608696,0.7810836457270562,2017 Pirates of the Caribbean: Dead Men Tell No Tales,28.101,5/26/2017,en,6.6,6931,"Adventure,Action,Fantasy,Comedy",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
The Avengers,2012,225000000,623279547,894656350,1517935897,5,1292935897,0.851772397,5.746381764444444,0.5893900735651422,2012 The Avengers,50.289,5/4/2012,en,7.6,19673,"Science Fiction,Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Man of Steel,2013,225000000,291045518,376954000,667999518,6,442999518,0.6631734096550651,1.9688867466666664,0.5643028023861538,2013 Man of Steel,27.667,6/14/2013,en,6.5,9758,"Action,Adventure,Fantasy,Science Fiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
The Amazing Spider-Man,2012,220000000,262030663,495859604,757890267,7,537890267,0.7097205102384565,2.444955759090909,0.6542630583749138,2012 The Amazing Spider-Man,24.391,7/4/2012,en,6.5,10411,"Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Battleship,2012,220000000,65233400,248244317,313477717,5,93477717,0.2981957310860472,0.4248987136363636,0.7919041882010389,2012 Battleship,21.742,5/18/2012,en,5.6,3240,"Thriller,Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE
Transformers: The Last Knight,2017,217000000,130168683,472724657,602893340,6,385893340,0.6400690045771612,1.7783103225806451,0.7840933472577422,2017 Transformers: The Last Knight,24.258,6/21/2017,en,6,3255,"Action,Science Fiction,Thriller,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE
Jurassic World,2015,215000000,652270625,996584239,1648854864,6,1433854864,0.8696064737447989,6.669092390697674,0.6044099215514701,2015 Jurassic World,20.709,6/12/2015,en,6.6,14056,"Action,Adventure,Science Fiction,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE
Men in Black 3,2012,215000000,179020854,475192631,654213485,5,439213485,0.6713611001155074,2.042853418604651,0.7263571324886402,2012 Men in Black 3,26.176,5/25/2012,en,6.4,6398,"Action,Comedy,Science Fiction",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Transformers: Age of Extinction,2014,210000000,245439076,858600000,1104039076,6,894039076,0.8097893411881374,4.2573289333333335,0.7776898650279295,2014 Transformers: Age of Extinction,20.961,6/27/2014,en,5.8,4805,"Science Fiction,Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Robin Hood,2010,210000000,105487148,216971858,322459006,5,112459006,0.3487544274077431,0.5355190761904762,0.672866485,2010 Robin Hood,15.444,5/14/2010,en,6.3,2569,"Action,Adventure,Drama",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Black Panther,2018,200000000,700059566,648198658,1348258224,2,1148258224,0.8516604635226018,5.74129112,0.4807674423649575,2018 Black Panther,44.14,2/16/2018,en,7.4,12365,"Action,Adventure,Fantasy,Science Fiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
Incredibles 2,2018,200000000,608581744,633938967,1242520711,6,1042520711,0.8390368882953775,5.212603555,0.510203944,2018 Incredibles 2,36.286,6/15/2018,en,7.6,6354,"Action,Adventure,Animation,Family",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Rogue One: A Star Wars Story,2016,200000000,532177324,516925532,1049102856,12,849102856,0.8093609231390749,4.24551428,0.4927310311316129,2016 Rogue One: A Star Wars Story,21.401,12/16/2016,en,7.5,9296,"Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Finding Dory,2016,200000000,486295561,534919632,1021215193,6,821215193,0.8041548917692218,4.106075965,0.5238069661190401,2016 Finding Dory,15.393,6/17/2016,en,7,7845,"Adventure,Animation,Comedy,Family",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Toy Story 3,2010,200000000,415004880,653874642,1068879522,6,868879522,0.812888173,4.34439761,0.6117383938430434,2010 Toy Story 3,24.445,6/17/2010,en,7.7,8340,"Animation,Family,Comedy",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Iron Man 3,2013,200000000,408992272,806400000,1215392272,5,1015392272,0.8354440746353536,5.07696136,0.6634894910702542,2013 Iron Man 3,32.093,5/3/2013,en,6.9,14155,"Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Alice in Wonderland,2010,200000000,334191110,691300000,1025491110,3,825491110,0.8049714931219638,4.12745555,0.6741160340239322,2010 Alice in Wonderland,22.02,3/5/2010,en,6.6,8713,"Family,Fantasy,Adventure",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE
Skyfall,2012,200000000,304360277,806166704,1110526981,11,910526981,0.8199053211477083,4.552634905,0.7259316682914524,2012 Skyfall,19.27,11/9/2012,en,7.1,10441,"Action,Adventure,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Monsters University,2013,200000000,268488329,475100000,743588329,6,543588329,0.7310339710832121,2.717941645,0.6389288016918296,2013 Monsters University,20.33,6/21/2013,en,7,6362,"Animation,Family",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Oz the Great and Powerful,2013,200000000,234770996,255588055,490359051,3,290359051,0.5921356002461143,1.451795255,0.5212263431841906,2013 Oz the Great and Powerful,13.377,3/8/2013,en,5.8,4829,"Fantasy,Adventure,Family",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE
X-Men: Days of Future Past,2014,200000000,233921534,513941241,747862775,5,547862775,0.7325712594800563,2.739313875,0.6872132939094341,2014 X-Men: Days of Future Past,41.867,5/23/2014,en,7.5,10062,"Action,Adventure,Fantasy,Science Fiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
The Amazing Spider-Man 2,2014,200000000,202853933,506142403,708996336,5,508996336,0.7179110951004971,2.54498168,0.7138857809273643,2014 The Amazing Spider-Man 2,20.847,5/2/2014,en,6.4,7220,"Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Cars 2,2011,200000000,191450875,368704508,560155383,6,360155383,0.6429562116695753,1.800776915,0.6582182715541269,2011 Cars 2,23.498,6/16/2011,en,5.9,4058,"Animation,Family,Adventure,Comedy",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Fantastic Beasts: The Crimes of Grindelwald,2018,200000000,159555901,492664185,652220086,11,452220086,0.6933550433465184,2.26110043,0.7553649382702391,2018 Fantastic Beasts: The Crimes of Grindelwald,48.508,11/16/2018,en,6.9,4870,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Green Lantern,2011,200000000,116601172,102934320,219535492,6,19535492,0.088985575,0.09767746,0.4688732517109352,2011 Green Lantern,17.257,6/17/2011,en,5.1,4290,"Adventure,Action,Thriller,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE
Transformers: Dark of the Moon,2011,195000000,352390543,771400000,1123790543,6,928790543,0.8264801201481546,4.763028425641026,0.686426848,2011 Transformers: Dark of the Moon,5.339,6/28/2011,en,6.1,4961,"Action,Science Fiction,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
The Mummy,2017,195000000,80101125,329852780,409953905,6,214953905,0.5243367665933076,1.102327717948718,0.804609435,2017 The Mummy,18.53,6/9/2017,en,5.5,4391,"Fantasy,Thriller,Action,Adventure,Horror",1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,FALSE
Jack the Giant Slayer,2013,195000000,65187603,132500000,197687603,3,2687603,0.013595203,0.013782579,0.6702494136670776,2013 Jack the Giant Slayer,12.773,3/1/2013,en,5.6,3403,"Action,Adventure,Family,Fantasy",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE
Furious 7,2015,190000000,353007020,1165715774,1518722794,4,1328722794,0.874894878,6.993277863157895,0.7675632305022216,2015 Furious 7,20.396,4/3/2015,en,7.3,6538,"Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Star Trek Into Darkness,2013,190000000,228778661,238602923,467381584,5,277381584,0.5934799176854174,1.4599030736842105,0.5105098942024211,2013 Star Trek Into Darkness,20.487,5/16/2013,en,7.4,6182,"Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
World War Z,2013,190000000,202359711,329154939,531514650,6,341514650,0.6425310196059506,1.7974455263157896,0.619277265,2013 World War Z,14.582,6/21/2013,en,6.7,9132,"Action,Drama,Horror,Science Fiction,Thriller",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,FALSE
The Great Gatsby,2013,190000000,144840419,206200000,351040419,5,161040419,0.4587517855030819,0.847581153,0.5873967464698132,2013 The Great Gatsby,15.397,5/10/2013,en,7.4,7120,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Pacific Rim,2013,190000000,101802906,309200000,411002906,7,221002906,0.5377161639825486,1.1631731894736843,0.7523061162978736,2013 Pacific Rim,16.759,7/12/2013,en,6.8,7632,"Action,Science Fiction,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
The Good Dinosaur,2015,187500000,123087120,210683917,333771037,11,146271037,0.4382376563128813,0.7801121973333334,0.6312228852858793,2015 The Good Dinosaur,17.675,11/25/2015,en,6.7,3135,"Adventure,Animation,Family",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Brave,2012,185000000,237282182,317324350,554606532,6,369606532,0.6664301818933499,1.997873145945946,0.5721612200557349,2012 Brave,18.908,6/22/2012,en,6.9,8116,"Animation,Adventure,Comedy,Family,Action,Fantasy",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE
Kong: Skull Island,2017,185000000,168052812,393019247,561072059,3,376072059,0.6702740814972574,2.0328219405405403,0.700479093,2017 Kong: Skull Island,29.388,3/10/2017,en,6.3,6054,"Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Star Trek Beyond,2016,185000000,158848340,176953893,335802233,7,150802233,0.4490804949471554,0.8151472054054054,0.5269586548580217,2016 Star Trek Beyond,19.142,7/22/2016,en,6.7,4275,"Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Blade Runner 2049,2017,185000000,92054159,167303249,259357408,10,74357408,0.2866986085857243,0.4019319351351351,0.6450683259450218,2017 Blade Runner 2049,48.571,10/6/2017,en,7.4,6679,"Science Fiction,Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE
Thor: Ragnarok,2017,180000000,315058289,531921735,846980024,11,666980024,0.7874802298761181,3.7054445777777776,0.6280215824783135,2017 Thor: Ragnarok,43.45,11/3/2017,en,7.5,11380,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Maleficent,2014,180000000,241407328,517129407,758536735,5,578536735,0.7627010114414564,3.2140929722222222,0.681746029,2014 Maleficent,19.274,5/30/2014,en,7,8143,"Fantasy,Adventure,Action,Family,Romance",1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,FALSE
Fantastic Beasts and Where to Find Them,2016,180000000,234037575,568365278,802402853,11,622402853,0.7756737786673846,3.457793627777778,0.7083290841688968,2016 Fantastic Beasts and Where to Find Them,28.563,11/18/2016,en,7.4,12152,"Adventure,Family,Fantasy",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE
The Legend of Tarzan,2016,180000000,126643061,222258964,348902025,7,168902025,0.4840958575691844,0.9383445833333334,0.6370240012221196,2016 The Legend of Tarzan,14.797,7/1/2016,en,5.8,4102,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Hugo,2011,180000000,73864507,106183277,180047784,11,47784,0.000265396,0.000265467,0.589750535,2011 Hugo,12.936,11/23/2011,en,7.1,4124,"Adventure,Drama,Family",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Valerian and the City of a Thousand Planets,2017,180000000,40479370,174618986,215098356,7,35098356,0.1631735204893895,0.1949908666666666,0.8118099517227365,2017 Valerian and the City of a Thousand Planets,24.003,7/21/2017,en,6.6,4149,"Adventure,Science Fiction,Action",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Jupiter Ascending,2015,179000000,47482519,134500000,181982519,2,2982519,0.016389041,0.016662117,0.7390819774288321,2015 Jupiter Ascending,24.058,2/27/2015,en,5.3,4401,"Science Fiction,Fantasy,Action,Adventure",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
X-Men: Apocalypse,2016,178000000,155442489,387095057,542537546,5,364537546,0.6719121076276627,2.047963741573034,0.7134898954993246,2016 X-Men: Apocalypse,39.293,5/27/2016,en,6.5,8348,"Action,Adventure,Science Fiction,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
The Meg,2018,178000000,145443742,384086973,529530715,8,351530715,0.6638533045245544,1.9748916573033708,0.725334645,2018 The Meg,31.397,8/10/2018,en,5.9,2896,"Action,Science Fiction,Thriller,Horror",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,FALSE
Edge of Tomorrow,2014,178000000,100206256,270335000,370541256,6,192541256,0.5196216423468916,1.0816924494382023,0.7295678837986127,2014 Edge of Tomorrow,19.753,6/6/2014,en,7.6,8047,"Action,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
The Jungle Book,2016,175000000,364001123,598853424,962854547,4,787854547,0.818248768,4.502025982857143,0.6219562714491704,2016 The Jungle Book,20.129,4/15/2016,en,6.8,5257,"Adventure,Drama,Family,Fantasy",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,FALSE
Inside Out,2015,175000000,356461711,497774281,854235992,6,679235992,0.7951385780523282,3.881348525714286,0.5827128400836569,2015 Inside Out,24.797,6/19/2015,en,8,12691,"Drama,Comedy,Animation,Family",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Spider-Man: Homecoming,2017,175000000,334201140,545965210,880166350,7,705166350,0.8011739485382507,4.029522,0.620297754,2017 Spider-Man: Homecoming,46.775,7/7/2017,en,7.4,11585,"Action,Adventure,Science Fiction,Drama",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Suicide Squad,2016,175000000,325100054,420959833,746059887,8,571059887,0.7654343799347035,3.2631993542857143,0.5642440242870208,2016 Suicide Squad,16.53,8/5/2016,en,5.9,13533,"Action,Adventure,Crime,Fantasy,Science Fiction",1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
Coco,2017,175000000,209726015,588282086,798008101,11,623008101,0.780703981,3.5600462914285718,0.7371881128309499,2017 Coco,25.961,11/22/2017,en,8.2,8669,"Animation,Family,Comedy,Adventure,Fantasy",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE
Cars 3,2017,175000000,152901115,230640254,383541369,6,208541369,0.5437258816271264,1.1916649657142857,0.6013438774579751,2017 Cars 3,18.427,6/16/2017,en,6.7,2596,"Adventure,Animation,Comedy,Family",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
King Arthur: Legend of the Sword,2017,175000000,39175066,100455270,139630336,5,-35369664,-0.25330931,-0.202112366,0.7194372861782701,2017 King Arthur: Legend of the Sword,21.793,5/12/2017,en,6.5,3305,"Action,Drama,Fantasy",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
47 Ronin,2013,175000000,38362475,113354340,151716815,12,-23283185,-0.153464763,-0.133046771,0.7471442107455262,2013 47 Ronin,25.049,12/25/2013,en,6,2080,"Drama,Action,Adventure,Fantasy",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Jurassic World: Fallen Kingdom,2018,170000000,417719760,888053039,1305772799,6,1135772799,0.869808898,6.681016464705882,0.6800976706515082,2018 Jurassic World: Fallen Kingdom,34.958,6/22/2018,en,6.5,5995,"Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Guardians of the Galaxy,2014,170000000,333172112,437695404,770867516,8,600867516,0.7794692389139407,3.5345148,0.567795886,2014 Guardians of the Galaxy,49.606,8/1/2014,en,7.9,17958,"Action,Science Fiction,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Iron Man 2,2010,170000000,312433331,308723058,621156389,5,451156389,0.7263169098627753,2.653861111764706,0.4970134147650214,2010 Iron Man 2,28.515,5/7/2010,en,6.8,12368,"Adventure,Action,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Captain America: The Winter Soldier,2014,170000000,259746958,454654931,714401889,4,544401889,0.7620387031199466,3.2023640529411765,0.636413394,2014 Captain America: The Winter Soldier,18.073,4/4/2014,en,7.7,11034,"Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Dawn of the Planet of the Apes,2014,170000000,208545589,502098977,710644566,7,540644566,0.7607805531295655,3.1802621529411765,0.7065402326597119,2014 Dawn of the Planet of the Apes,27.641,7/11/2014,en,7.3,7080,"Science Fiction,Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,FALSE
Snow White and the Huntsman,2012,170000000,155136755,245884991,401021746,6,231021746,0.5760828391585527,1.3589514470588235,0.6131462781073224,2012 Snow White and the Huntsman,21.233,6/1/2012,en,5.9,5258,"Adventure,Fantasy,Drama",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Van Helsing,2004,170000000,120150546,180000000,300150546,5,130150546,0.4336175553716967,0.7655914470588235,0.5996990590182035,2004 Van Helsing,15.259,5/7/2004,en,6.1,3047,"Horror,Adventure,Action",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE
Tomorrowland,2015,170000000,93436322,113191196,206627518,5,36627518,0.1772635046605941,0.2154559882352941,0.5478031052959752,2015 Tomorrowland,20.136,5/22/2015,en,6.2,4610,"Adventure,Family,Mystery,Science Fiction",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,FALSE
Alice Through the Looking Glass,2016,170000000,77042381,199885731,276928112,5,106928112,0.3861222727723648,0.628988894,0.7217964603030262,2016 Alice Through the Looking Glass,16.642,5/27/2016,en,6.5,3803,"Adventure,Family,Fantasy",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE
Shrek Forever After,2010,165000000,238736787,517507886,756244673,5,591244673,0.7818166449418414,3.5833010484848486,0.6843127687062729,2010 Shrek Forever After,15.041,5/16/2010,en,6.1,3843,"Comedy,Adventure,Fantasy,Animation,Family",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE
Doctor Strange,2016,165000000,232641920,443762646,676404566,11,511404566,0.7560631487517191,3.099421612121212,0.6560609852536093,2016 Doctor Strange,33.035,11/4/2016,en,7.3,12582,"Action,Adventure,Fantasy,Science Fiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
Big Hero 6,2014,165000000,222527828,429600000,652127828,11,487127828,0.7469821208120565,2.952289866666667,0.658766551,2014 Big Hero 6,36.92,11/7/2014,en,7.8,10176,"Adventure,Family,Animation,Action,Comedy",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
How to Train Your Dragon,2010,165000000,217581232,277289760,494870992,3,329870992,0.6665797699453759,1.9992181333333332,0.5603273670969181,2010 How to Train Your Dragon,28.734,3/26/2010,en,7.7,7610,"Fantasy,Adventure,Animation,Family",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE
Wreck-It Ralph,2012,165000000,189412677,307098844,496511521,11,331511521,0.6676814272754811,2.009160733333333,0.6185130274147254,2012 Wreck-It Ralph,22.967,11/2/2012,en,7.3,7780,"Family,Animation,Comedy,Adventure",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Interstellar,2014,165000000,188017894,478361481,666379375,11,501379375,0.7523932969864201,3.038662878787879,0.7178515706612318,2014 Interstellar,28.44,11/5/2014,en,8.2,18597,"Adventure,Drama,Science Fiction",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Independence Day: Resurgence,2016,165000000,103144286,281025138,384169424,6,219169424,0.5705019980975894,1.3282995393939394,0.7315135470021165,2016 Independence Day: Resurgence,15.732,6/24/2016,en,5.1,3911,"Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Beauty and the Beast,2017,160000000,504014165,755185541,1259199706,3,1099199706,0.8729351672831474,6.869998163,0.5997345277334428,2017 Beauty and the Beast,31.793,3/17/2017,en,6.9,11023,"Family,Fantasy,Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,FALSE
